32;5;906043;16;6;8;7;4;6;3;243;13;37;7;9
38;3;201635;9;14;5;1;8;2;2;996;10;69;9;8
12;4;641830;6;15;10;10;9;0;10;896;11;81;1;1
20;4;755272;6;9;3;1;8;1;8;786;31;51;2;7
41;1;517550;15;9;5;5;2;1;6;202;42;8;1;4
56;2;388431;19;4;2;10;4;7;5;472;44;19;4;8
67;1;88226;15;9;3;0;4;6;4;474;31;83;3;1
27;4;847119;3;8;9;9;10;4;4;710;41;69;3;4
26;5;557908;6;9;1;2;5;1;4;476;47;79;9;6
73;2;160258;10;10;5;8;2;1;4;817;27;40;5;3
75;2;630507;13;13;3;4;5;8;2;377;0;77;5;4
32;1;255188;4;6;8;1;6;5;8;976;33;1;2;2
24;5;676084;7;11;8;4;7;3;9;48;32;11;1;4
75;1;676160;6;8;10;3;8;0;0;791;2;81;5;9
74;1;258405;1;10;9;7;4;1;2;463;13;49;1;0
81;3;472979;7;0;9;7;2;9;8;171;20;80;8;1
26;1;384754;16;6;9;10;7;1;3;866;6;80;2;5
14;1;567246;15;8;5;3;6;2;6;934;7;30;1;9
50;2;589928;7;4;5;9;5;1;3;150;10;97;9;2
67;2;148787;16;13;2;3;8;10;8;424;48;74;6;2
58;5;975100;18;10;10;2;9;6;9;572;47;73;5;9
36;2;366542;17;8;2;9;9;3;0;522;21;33;7;9
38;5;182350;3;15;3;9;2;9;4;638;21;77;7;9
19;1;905277;14;4;1;2;0;4;4;888;18;93;7;2
50;2;612346;15;4;0;4;3;1;2;586;37;85;1;7
11;2;529418;6;5;3;8;9;2;7;15;31;57;4;0
80;0;916369;5;9;9;3;6;5;9;878;30;46;6;2
54;5;991321;17;8;3;8;7;5;2;113;17;4;3;4
72;4;146323;14;4;9;2;7;8;6;387;45;62;3;9
38;2;585011;5;12;6;5;3;10;5;959;6;30;3;1
54;3;717676;15;5;3;2;2;3;3;676;42;64;6;5
77;0;171865;1;4;1;3;3;2;5;639;25;23;4;3
21;1;146634;19;14;7;7;2;7;9;935;29;18;8;0
24;1;108350;5;12;3;9;7;9;10;115;25;41;7;1
18;5;655243;15;4;3;7;6;5;4;515;40;31;3;8
13;2;628967;5;13;3;2;8;4;4;852;28;66;4;3
83;2;729157;9;12;2;6;5;8;1;290;17;50;7;0
62;3;729623;6;8;0;8;3;6;9;430;29;46;1;8
11;4;428533;5;0;1;7;1;6;7;854;39;35;6;0
74;1;255904;5;8;8;6;5;4;8;523;37;23;4;9
86;2;430175;19;4;1;3;0;5;6;68;27;51;3;4
22;4;928699;11;6;1;9;7;4;5;328;10;97;1;9
49;1;622925;6;11;7;5;8;7;3;658;15;27;3;10
84;2;68669;8;6;7;2;3;5;4;327;35;14;9;8
52;4;267911;13;9;10;1;7;8;9;184;9;69;3;8
87;3;481570;9;13;4;5;9;2;9;436;45;40;2;4
55;4;734070;20;2;4;9;4;1;4;877;39;35;4;10
37;3;570937;12;12;8;8;9;1;9;401;47;36;8;6
42;2;122312;19;15;1;3;2;4;7;488;4;39;3;6
79;2;717240;4;4;2;4;8;3;2;152;14;58;2;10
75;1;691880;16;8;3;4;2;10;6;636;16;70;5;1
10;3;522784;8;3;9;6;7;9;1;41;19;72;10;5
24;2;570064;1;9;9;7;9;1;6;199;11;69;7;9
78;2;596922;9;3;8;4;3;8;0;247;9;68;3;5
29;4;946801;16;14;7;1;4;5;8;688;32;9;4;8
86;4;410598;11;6;2;7;5;8;4;329;7;11;9;2
38;3;388757;19;6;5;9;9;3;2;424;30;96;3;9
20;4;242049;0;9;3;10;9;4;3;613;36;69;1;2
77;2;307592;14;13;4;9;0;10;0;887;35;17;1;2
49;4;501757;12;8;7;9;7;3;9;594;21;8;1;1
29;3;298997;15;5;0;2;7;9;8;481;4;22;8;0
49;0;799275;14;13;10;0;7;2;2;758;26;41;8;4
20;2;640547;8;1;1;7;1;10;3;450;46;76;8;8
61;1;597516;18;2;1;10;2;2;6;33;25;49;6;2
41;4;913333;17;8;4;3;3;5;8;254;20;78;4;5
88;1;956424;9;11;8;1;2;1;1;209;45;60;5;6
21;2;792438;12;1;4;9;5;8;3;915;19;81;8;7
45;2;423797;10;2;0;4;2;9;4;399;0;43;9;5
49;3;763002;16;12;10;6;5;1;6;793;11;26;10;10
86;4;874016;14;3;8;5;0;3;6;747;2;68;3;4
29;4;826710;3;12;2;1;9;10;5;923;5;85;3;6
16;2;250658;20;4;3;7;6;8;5;84;16;26;4;4
88;2;737492;1;15;7;0;3;9;7;822;9;13;2;1
39;3;721416;0;3;9;4;8;5;3;851;25;69;6;1
73;2;959271;18;4;3;8;2;6;3;596;10;44;7;0
12;2;130676;5;13;5;3;6;3;1;434;2;8;10;9
46;1;68857;15;10;3;2;9;5;2;489;39;74;5;6
52;1;909331;11;12;7;5;5;5;3;797;36;45;2;8
77;4;719079;18;15;6;1;5;7;3;241;46;90;9;1
29;1;95478;1;10;3;4;4;3;1;461;36;5;5;5
24;2;220739;9;10;10;8;6;2;7;209;41;36;1;7
60;3;600047;18;6;7;0;9;6;7;299;31;57;6;9
70;1;985290;10;3;0;8;7;3;7;259;10;14;4;5
49;2;413507;9;0;1;7;10;2;4;410;6;44;9;4
84;5;151416;11;4;3;9;0;6;4;476;50;24;9;5
29;4;73109;14;11;4;2;1;7;7;581;15;96;3;7
87;5;296506;12;11;6;6;10;4;4;299;46;73;2;8
67;1;351924;15;14;4;0;10;10;7;874;1;46;2;3
21;3;859735;6;13;7;6;1;10;4;448;33;42;2;3
39;4;388106;1;13;1;1;6;8;9;555;50;13;2;5
74;0;906011;13;3;7;5;2;8;3;362;46;87;4;4
45;4;529970;12;14;9;3;3;4;2;11;33;74;3;7
88;3;729985;19;13;1;0;6;1;9;462;33;16;0;4
25;0;967283;11;11;2;2;4;10;9;733;11;42;9;9
29;2;113911;12;9;3;3;1;5;6;57;18;98;4;6
37;4;904256;3;5;7;1;8;9;3;591;26;11;8;2
49;3;632221;1;5;1;1;6;4;6;411;20;45;2;10
78;3;469837;20;1;2;6;5;3;6;108;47;12;3;6
59;3;171024;5;11;5;7;7;7;5;833;33;39;4;6
81;4;619418;7;13;10;3;9;4;9;178;4;50;6;5
12;2;663853;10;10;8;1;9;6;6;246;8;36;2;3
63;2;431815;8;4;9;5;9;5;7;5;25;51;5;4
31;2;946564;17;8;4;2;7;0;9;909;9;15;8;4
74;3;500649;14;0;1;5;10;3;7;32;36;4;1;1
16;0;808623;11;3;5;6;8;2;9;346;24;31;3;0
86;1;586034;2;5;1;1;3;9;3;642;7;34;6;4
57;4;844891;20;12;8;2;6;6;6;626;31;99;1;5
70;1;369235;17;12;2;1;5;5;3;873;39;88;0;8
75;1;881975;12;1;10;1;1;4;3;267;43;82;5;1
20;2;408208;1;15;0;3;4;4;3;754;41;28;4;3
50;2;901399;15;6;5;9;5;8;6;134;46;92;2;10
81;4;214554;5;10;7;4;8;4;9;17;11;77;9;8
67;1;138971;13;10;3;5;5;6;8;390;9;15;4;6
45;3;461457;13;0;8;8;5;6;9;958;22;64;3;5
46;3;746294;2;10;4;2;9;5;2;59;20;8;4;9
70;2;820676;10;5;4;7;8;6;1;667;18;14;8;10
39;0;412356;19;3;1;4;3;6;5;645;45;62;5;9
45;1;653239;11;2;6;0;6;5;4;645;2;57;6;0
59;2;760345;11;2;4;9;3;1;9;218;46;21;7;5
71;4;295596;19;11;4;0;9;8;1;130;5;27;2;1
37;3;728061;9;14;7;0;7;6;3;944;30;6;4;8
45;4;526633;19;14;9;5;6;3;2;893;34;88;9;2
36;3;293551;4;8;7;7;3;4;4;930;14;55;2;9
47;5;199704;14;5;6;5;2;4;8;268;44;81;4;10
34;2;747602;20;10;2;2;9;5;9;11;21;58;1;5
67;2;725467;12;12;7;0;2;2;2;821;35;89;3;8
78;5;891625;10;5;6;4;3;2;5;895;36;83;7;5
23;2;289092;11;6;8;6;4;8;7;201;41;50;10;5
78;0;101352;19;15;7;2;8;9;6;972;15;49;9;9
22;2;510410;1;12;4;7;4;7;10;508;46;42;0;8
55;1;164335;9;0;7;4;2;6;0;661;15;42;5;1
84;4;300180;3;6;2;9;2;8;8;37;29;78;10;3
79;0;549357;9;10;2;8;1;8;3;263;20;23;9;9
28;3;552393;19;7;5;7;3;10;1;672;49;44;4;5
43;3;604994;5;2;5;10;8;7;4;668;36;81;6;7
15;4;742659;1;10;10;5;3;3;3;914;19;49;9;2
81;0;581701;19;7;2;9;3;4;9;693;32;63;8;6
57;0;729067;11;13;5;8;7;9;4;844;47;56;2;0
32;3;707785;10;12;2;1;9;7;1;826;31;53;3;6
15;1;195912;7;5;10;1;6;9;10;99;25;16;9;9
64;3;876645;8;13;5;3;4;0;3;955;31;15;9;8
66;1;257117;15;9;8;5;8;3;8;940;48;65;4;4
40;5;999815;15;9;1;3;9;8;1;804;45;31;2;9
45;2;354853;19;3;2;0;6;6;8;310;27;95;8;2
47;4;286435;1;6;6;5;5;6;9;419;45;8;3;2
28;0;510592;10;11;0;1;4;9;8;798;12;11;4;4
13;4;700167;18;13;5;9;5;4;3;144;39;40;1;5
42;0;199375;7;6;4;5;3;6;3;50;42;3;1;3
46;3;792370;14;9;6;10;4;3;0;97;49;44;7;3
31;0;157361;1;5;0;2;2;9;6;484;42;39;4;9
37;3;994322;13;6;1;5;0;8;7;342;8;4;2;3
33;1;532710;10;12;6;7;4;1;4;718;13;67;4;7
42;2;128461;8;2;2;4;0;8;2;254;12;2;3;9
56;4;639464;8;9;1;6;8;9;3;186;25;42;9;4
65;3;960184;14;5;8;6;9;8;2;537;2;50;8;6
49;0;265052;13;14;6;8;2;10;4;788;10;57;2;5
60;2;913612;16;6;0;5;9;2;4;805;43;30;6;1
29;0;746935;1;2;4;9;6;2;0;486;6;75;4;2
78;5;668895;8;7;3;1;0;8;7;596;10;8;2;6
83;0;857545;13;3;5;6;2;1;8;641;48;40;9;9
67;4;281467;18;8;4;2;7;3;8;256;48;82;5;0
37;4;922722;3;5;0;8;7;10;2;804;34;81;5;3
27;4;708544;10;14;3;4;7;9;5;399;29;28;7;2
44;5;375185;13;1;5;9;0;7;4;690;44;60;5;9
59;2;991773;6;11;5;7;8;9;5;849;28;94;3;0
53;4;680261;19;6;5;8;8;8;1;984;30;34;8;3
30;3;840331;1;13;0;9;9;3;5;248;3;89;6;5
87;2;616394;17;10;2;8;8;8;7;550;15;5;1;3
88;2;570463;7;1;8;4;7;3;8;85;20;49;2;2
39;4;395616;14;12;9;2;10;2;1;327;30;65;8;2
67;5;58270;15;14;10;7;0;6;1;731;13;63;3;9
75;1;291456;13;9;9;4;9;3;5;259;7;32;6;8
83;2;982874;14;4;6;8;1;0;8;497;43;4;8;3
16;3;990315;8;1;4;8;7;7;8;251;33;50;6;8
66;3;696475;15;1;4;9;1;5;8;465;20;77;1;6
25;4;152972;19;10;5;3;6;4;5;120;36;57;7;6
31;3;239008;10;2;6;1;1;4;4;996;41;29;6;9
80;0;675723;16;15;9;10;0;5;5;506;27;95;7;1
47;3;333162;17;6;1;6;2;7;5;217;48;56;8;2
12;5;605605;5;11;2;0;1;5;6;916;7;34;8;5
18;2;480108;13;7;2;5;4;5;7;959;39;15;7;9
47;2;99755;5;13;2;10;5;5;1;822;3;40;9;7
18;2;442447;8;14;4;10;1;4;4;926;35;56;6;3
32;5;419224;19;12;1;6;4;5;1;625;8;24;5;1
73;2;529849;12;14;7;9;0;1;7;865;43;75;8;5
75;2;398559;15;1;8;8;8;3;9;99;3;70;7;8
35;3;549543;11;6;7;9;7;8;8;587;43;28;5;1
14;4;202344;8;3;8;1;5;9;7;212;8;70;4;7
23;1;222509;7;6;7;2;10;4;8;585;35;98;8;7
74;0;548274;2;15;2;4;6;1;6;190;34;75;1;0
27;2;269872;18;2;5;4;7;8;7;825;47;39;2;3
33;0;143030;2;1;8;10;1;7;8;118;21;74;9;1
52;3;995452;8;0;10;4;5;6;1;699;40;57;8;8
67;4;702823;14;10;3;7;6;8;4;890;10;22;10;3
29;1;934068;12;6;8;8;3;5;10;707;34;97;5;7
84;4;108406;5;6;6;8;7;8;5;950;4;12;8;4
74;2;230121;2;8;8;3;2;6;0;849;8;44;5;6
53;0;674657;5;7;10;8;1;7;7;13;13;21;8;1
54;4;287358;19;3;1;8;5;3;5;193;34;78;3;6
88;4;785397;19;8;9;6;10;8;6;264;23;9;1;10
37;2;673554;8;6;3;3;7;2;1;26;4;27;8;8
65;4;839766;10;7;10;4;8;2;2;424;6;2;10;7
81;1;96827;6;0;2;8;5;6;10;805;36;58;1;9
56;0;164319;2;14;4;1;6;3;6;242;40;5;9;2
63;1;274090;9;5;10;9;5;3;4;696;13;57;7;2
17;3;455975;19;1;8;7;3;4;7;907;29;29;7;5
54;0;538931;16;7;5;9;0;5;10;489;4;33;4;5
20;3;183729;19;12;9;0;0;10;3;649;37;82;7;7
31;4;455259;4;12;2;2;2;10;0;136;48;56;2;2
48;0;439802;17;4;8;2;3;3;6;272;49;49;9;9
20;5;128434;18;7;1;7;7;9;7;935;47;100;5;3
61;5;651014;12;8;3;6;1;4;1;575;40;48;1;6
84;4;243453;10;7;0;5;6;9;5;641;26;41;4;2
72;0;890531;17;14;1;5;2;4;3;718;7;83;7;0
79;1;558941;6;14;1;6;5;5;7;601;27;89;9;6
87;4;616528;20;15;5;9;9;1;1;166;2;34;7;9
76;3;992647;17;6;4;2;9;4;3;402;30;74;10;4
36;2;158975;0;1;6;1;2;7;6;503;29;35;1;4
56;1;942062;11;15;3;6;0;9;5;15;12;27;3;9
38;2;508864;6;15;2;7;1;3;8;94;38;23;9;5
84;4;412524;5;14;1;8;3;3;8;756;30;8;7;7
83;3;895478;15;5;4;1;2;1;9;778;44;11;8;1
54;1;53024;17;4;3;9;5;7;6;753;29;61;1;9
64;3;343599;19;8;3;1;1;9;6;994;12;49;2;10
69;5;379663;6;5;9;2;10;10;7;310;35;83;2;10
44;1;962347;6;11;4;4;2;1;7;243;27;6;3;6
83;4;537451;11;6;9;6;9;6;6;711;26;82;3;9
69;5;938614;16;11;7;10;5;0;8;21;29;83;5;3
21;5;903898;17;9;9;6;9;9;4;332;20;76;9;1
11;1;80843;9;7;7;4;3;4;1;480;45;54;9;7
48;1;477501;1;3;9;5;8;6;9;98;44;31;1;4
85;1;718115;3;3;5;3;10;2;0;718;3;68;9;4
20;3;511600;16;0;0;2;6;0;8;375;23;84;6;3
21;4;228049;8;8;6;2;7;6;2;54;34;21;3;3
12;4;390140;4;2;7;2;6;4;9;724;31;52;3;6
74;0;244750;7;2;8;5;4;6;2;281;33;60;3;7
36;4;495086;9;4;1;1;8;7;1;415;33;23;7;7
63;2;358362;7;10;9;6;2;4;4;997;4;84;3;3
36;3;417238;4;15;0;3;2;8;4;850;7;27;9;5
38;2;268076;17;3;6;5;7;2;2;443;48;31;0;0
63;4;209827;3;4;3;5;6;6;7;392;13;67;10;1
81;3;330826;4;8;4;1;2;8;10;280;15;72;8;5
33;1;788643;15;8;9;7;5;1;4;772;49;28;7;10
78;2;535247;7;7;9;6;6;5;5;226;42;73;8;2
22;5;465230;14;7;4;1;6;7;4;465;30;35;7;7
48;3;258128;2;7;3;5;7;5;7;415;20;24;2;3
65;0;190187;17;12;6;7;8;10;2;772;12;3;5;5
38;1;219040;11;3;2;3;3;6;9;587;47;23;5;2
65;1;539241;13;6;8;10;3;3;5;716;13;82;9;10
68;2;422535;11;13;7;0;6;2;5;636;38;10;2;9
64;2;666713;10;4;8;6;9;3;2;450;11;8;3;1
83;2;566256;15;4;7;0;2;4;6;821;20;73;5;1
40;1;345092;13;6;9;1;7;2;4;127;30;15;4;10
70;5;964999;17;11;7;1;0;8;6;509;27;92;6;0
76;2;698947;2;11;6;7;6;6;4;370;15;98;5;4
13;3;928515;4;11;7;4;4;4;6;444;13;49;9;6
19;0;554144;12;13;2;7;7;1;9;340;34;97;3;0
50;2;881961;10;0;7;0;6;3;2;207;30;24;0;2
12;1;275357;10;3;1;4;1;9;6;815;46;70;5;9
55;4;468611;14;10;1;6;5;2;5;229;9;80;1;7
68;3;207532;19;6;7;7;3;2;2;905;2;97;5;4
31;4;320422;6;14;7;7;3;5;8;239;10;79;6;4
87;3;790740;6;7;5;4;5;4;3;183;48;92;1;3
78;4;270846;6;13;5;9;1;5;7;776;22;14;8;0
78;2;240378;19;5;8;3;5;1;1;455;41;62;10;0
78;5;73028;17;11;2;7;9;9;1;602;44;58;7;1
66;4;174028;19;2;8;8;4;5;6;172;5;47;6;8
67;5;617264;16;9;7;0;1;3;1;983;49;12;8;9
36;2;499206;16;2;7;9;5;5;1;155;48;63;5;5
22;3;290490;12;2;7;2;10;2;5;474;37;32;3;9
57;2;693223;20;4;5;4;9;5;8;273;16;6;3;7
85;4;533385;3;8;6;9;6;6;10;463;13;80;7;2
86;5;578800;0;11;1;3;4;1;6;457;10;34;1;1
45;1;100504;8;13;10;2;0;4;6;395;39;76;9;3
72;0;834461;12;10;9;2;8;4;6;898;25;68;3;5
70;3;87387;9;7;8;9;2;7;8;651;8;37;8;8
43;3;584277;15;1;2;6;3;10;1;648;11;46;9;9
47;0;483007;11;7;3;3;1;4;7;766;39;83;1;5
31;0;860649;1;12;3;1;10;7;1;859;14;23;4;0
42;1;559890;13;7;5;2;9;6;1;878;38;59;7;7
43;0;621387;18;1;2;3;6;2;7;582;22;1;7;2
86;3;875784;10;1;4;6;5;2;8;545;44;99;9;0
68;4;774419;9;10;1;5;7;9;10;499;11;91;9;9
47;2;846083;1;1;9;3;2;2;1;974;33;57;9;5
50;5;160508;14;6;7;1;0;1;2;699;22;19;8;5
72;3;716978;14;2;3;3;6;3;8;806;34;68;1;9
76;3;808385;3;10;8;8;0;9;4;389;14;92;7;6
11;4;588608;2;7;8;7;8;5;9;65;40;84;1;2
14;3;408818;14;4;4;6;6;7;9;789;30;61;4;9
35;1;620710;5;13;5;3;4;10;9;407;43;76;1;7
38;1;397770;15;14;6;3;9;1;8;443;49;50;5;0
47;0;779530;19;4;8;8;9;7;6;948;41;59;5;10
33;4;769095;20;2;1;3;6;3;6;957;8;72;2;3
75;2;835699;7;6;5;4;2;0;1;799;25;69;0;3
52;3;592741;19;1;6;10;5;2;6;646;48;28;5;4
89;3;540806;5;2;1;1;1;9;1;83;15;61;6;1
80;4;336190;0;8;1;9;6;3;3;441;39;13;5;6
26;3;610733;17;14;0;6;5;2;0;554;41;82;6;8
76;1;137378;14;7;9;1;2;4;10;77;24;14;2;6
30;4;67917;8;10;8;5;4;8;6;963;6;78;6;4
86;3;465488;10;14;2;9;2;7;10;737;3;72;9;6
66;4;207984;8;5;3;8;3;7;1;472;50;19;4;9
11;5;434820;3;6;1;10;3;10;3;174;11;54;5;5
48;1;797355;18;7;10;8;4;8;5;473;4;39;4;3
49;0;635831;8;15;9;0;5;9;5;863;8;48;0;6
13;4;357602;1;7;1;2;3;5;2;892;1;31;4;4
55;2;849626;11;10;1;2;10;1;6;623;22;14;7;8
19;5;543710;14;3;8;0;9;7;1;90;24;81;4;9
25;0;726767;11;3;3;9;3;5;2;559;15;83;5;6
41;1;552107;1;4;8;4;2;5;7;396;43;91;7;0
48;0;347840;11;12;1;8;7;9;6;66;36;43;9;4
24;5;771573;16;6;10;5;1;3;5;997;35;0;8;0
27;0;306900;5;1;5;1;5;4;6;106;16;53;5;1
89;5;382413;14;14;1;2;8;3;7;321;37;75;8;9
28;5;857810;14;9;7;3;1;4;8;686;18;19;0;3
42;2;647548;18;4;2;6;5;3;10;977;10;75;4;6
69;3;191998;10;7;5;8;8;4;0;369;40;77;10;4
72;2;51461;13;6;4;3;5;2;5;917;32;83;8;4
72;2;368633;14;10;10;0;3;1;1;115;45;84;1;2
81;2;367876;3;9;0;1;4;8;0;168;50;35;3;1
86;1;495952;11;4;2;6;6;10;1;334;45;51;5;2
67;1;711465;13;14;6;3;5;8;7;427;17;16;7;7
68;2;397832;11;4;3;7;1;1;4;480;26;5;3;0
63;4;446933;3;7;1;7;3;1;6;270;39;49;4;1
70;1;472598;19;6;2;1;6;1;10;525;20;72;4;3
46;2;383975;1;14;8;9;6;3;6;23;12;14;5;4
59;0;859961;1;3;8;6;1;3;4;402;37;28;8;9
86;3;587189;9;8;1;9;3;0;7;196;17;74;7;6
71;0;953651;15;5;9;10;3;3;1;700;45;85;6;9
48;3;402623;5;8;3;6;5;2;3;882;10;27;1;8
35;1;460938;10;0;9;6;0;1;1;607;46;44;4;5
16;3;867335;4;5;5;9;3;9;7;84;13;32;9;9
85;1;650377;4;8;3;1;1;4;5;432;30;88;1;5
37;2;276524;11;2;6;8;3;6;7;912;1;18;1;6
25;5;336386;8;2;3;8;3;6;4;519;23;81;2;5
87;0;774938;17;9;2;3;5;6;8;475;21;50;7;9
79;3;871951;1;9;5;1;6;3;6;472;35;81;2;9
75;3;641461;8;13;8;1;6;7;2;18;49;77;3;7
46;2;850328;3;15;9;9;6;3;6;359;30;43;3;10
75;3;919271;15;14;1;3;5;5;7;438;29;73;1;6
16;5;821254;13;12;1;5;9;10;4;26;32;94;3;8
38;1;433621;9;10;3;10;0;10;2;655;38;86;3;4
55;0;599432;12;8;4;5;10;9;2;179;29;82;2;5
16;5;467207;3;15;1;0;7;9;7;389;23;3;0;6
32;5;897334;20;1;9;5;7;7;1;267;18;27;1;1
31;2;533034;3;9;6;5;7;7;8;152;9;36;9;3
45;3;656045;8;11;6;2;8;10;4;500;35;63;7;9
10;4;215797;7;6;4;4;0;5;1;159;45;22;8;1
44;2;777711;3;9;9;7;1;1;3;93;35;46;4;7
53;3;889147;16;7;2;2;2;6;0;265;36;69;6;6
60;2;907859;17;4;6;10;4;1;7;471;31;98;4;3
62;1;68602;12;8;5;9;6;9;4;840;25;52;4;9
75;3;339966;16;13;4;2;2;3;7;422;11;1;3;2
32;2;706278;16;1;6;9;3;4;4;638;18;17;4;8
48;4;425711;3;13;2;6;4;5;1;856;23;43;2;10
19;3;527663;14;10;7;1;2;2;6;446;41;52;4;3
52;5;772535;17;2;9;9;0;5;4;842;14;50;8;4
21;5;262723;11;7;4;1;7;6;2;52;7;25;8;2
58;4;418672;2;10;2;3;7;0;4;304;44;29;10;2
67;4;888635;7;8;3;1;2;7;9;216;15;4;9;3
35;2;793268;2;6;5;1;7;1;2;277;40;4;4;5
86;2;774867;16;15;5;0;8;1;3;417;14;30;8;4
18;2;431717;19;4;1;2;5;8;9;482;0;8;1;10
28;2;728701;6;9;2;7;9;9;6;323;35;13;1;0
50;2;475074;3;4;2;8;10;4;8;725;38;79;9;3
53;2;199566;10;1;6;4;4;3;9;315;23;23;8;8
18;5;368909;11;15;9;8;2;1;10;576;43;12;7;9
29;5;921594;15;10;2;9;1;4;1;350;34;30;2;4
88;1;923275;12;9;8;1;7;2;2;652;36;77;7;2
